place_id,place_names
3585860,yah-ta-hey
3555270,paradise hills
3575465,stoneridge
3534925,jaconita
3553730,ojo sarco
3575545,sullivan
3501710,alamo
3584200,west hammond
3545400,lyden
3555830,peña blanca
3547920,mescalero
3513200,cedar crest
3584845,white sands
3577530,thoreau
3563530,rio rancho estates
3576410,taos pueblo
3558070,placitas
3508440,boles acres
3500765,acomita lake
3536300,kirtland afb
3519080,crystal
3562340,regina
3586420,zia pueblo
3553150,ohkay owingeh
3566540,san cristobal
3551715,nenahnezad
3566960,sandia park
3511310,cañones
3513340,cedar hill
3538540,la madera
3556810,picuris pueblo
3514110,chamisal
3537407,la hacienda
3561710,ranchos de taos
3528530,gamerco
3551770,newcomb
3504450,aragon
3551035,napi headquarters
3581177,upper fruitland
3506270,bayard
3506970,bernalillo
3531820,hatch
3548060,mesilla
3530490,grants
3548620,milan
3515720,clayton
3576200,taos
3533710,house
3560870,questa
3562200,red river
3579910,tucumcari
3523000,elida
3525800,farmington
3550160,moriarty
3550370,mountainair
3508493,borrego pass
3531925,haystack
3577930,timberlake
3585230,williams acres
3557175,pinehaven
3560327,purty rock
3582430,vanderwagen
3529230,gila hot springs
3541340,little walnut village
3549180,mogollon
3537840,lake arthur
3525170,española
3580120,turley
3548435,middle mesa
3518940,crownpoint
3551420,navajo
3535070,jamestown
3562295,red rock ranch
3577635,thunder mountain
3575650,sunlit hills
3576165,tano road
3517295,conejo
3505002,arroyo hondo
3579500,tres arroyos
3536930,la cueva
3541130,lindrith
3525450,eunice
3574275,south river
3523497,el morro valley
3517050,columbus
3517960,corrales
3577880,tijeras
3506480,belen
3508580,bosque farms
3543370,los lunas
3577250,texico
3512833,casas adobes
3509202,broadview
3541953,lobo canyon
3534620,isleta
3512786,casa colorada
3522582,el cerro mission
3542740,los chaves
3547220,meadow lake
3570500,santa fe
3565070,roy
3536230,kirtland
3501220,agua fria
3513270,cedar grove
3519640,cuyamungue
3527970,galisteo
3542600,los cerrillos
3546100,madrid
3558630,pojoaque
3563110,rio chiquito
3568010,san ildefonso pueblo
3573890,sombrillo
3521180,dora
3502000,albuquerque
3505220,artesia
3579980,tularosa
3565210,ruidoso
3520480,des moines
3550195,morningside
3541420,livingston wheeler
3546380,malaga
3547150,mayhill
3557440,pinon
3565000,rowe
3581450,ute park
3583830,watrous
3552500,north hobbs
3549515,monterey park
3528180,gallina
3524960,ensenada
3540525,lee acres
3537910,lake valley
3520830,dixon
3568430,san jose
3517610,cordova
3524120,el rito
3538470,la madera
3559750,pueblito
3561010,radium springs
3565840,salem
3570700,santa teresa
3581030,university park
3563660,rivers
3585720,winston
3532380,hillsboro
3539520,las palomas
3545190,luis lopez
3540570,lemitar
3565910,san acacia
3537700,la joya
3539450,las nutrias
3544595,lower frisco
3515860,cliff
3529160,gila
3583970,weed
3580470,twin forks
3532160,high rolls
3554430,organ
3538680,la mesa
3558210,playas
3564370,rodeo
3513450,cedro
3554940,pajarito mesa
3552680,north san ysidro
3559840,pueblo
3573680,soham
3576760,tecolote
3503970,anzac village
3583130,villanueva
3560170,puerto de luna
3569270,san mateo
3519220,cubero
3508190,bluewater village
3534430,indian hills
3519645,cuyamungue grant
3530000,golden
3536880,la cueva
3556950,pie town
3529790,glenwood
3545330,luna
3504660,arenas valley
3564900,rosedale
3548830,mimbres
3535595,keeler farm
3582800,ventura
3509035,brimhall nizhoni
3584975,white signal
3554097,old town
3553485,ojo amarillo
3553010,oasis
3549950,monument
3560000,pueblo pintado
3537420,la huerta
3515560,city of the sun
3505430,atoka
3558980,ponderosa
3579885,tse bonito
3539030,la plata
3573440,skyline-ganipa
3560730,quemado
3523840,el rancho
3538330,la luz
3520015,deer canyon
3570505,santa fe foothills
3579264,totah vista
3562270,redrock
3503680,angustura
3546030,mcintosh
3518905,crouch mesa
3534900,jacona
3546770,manzano springs
3517260,conchas dam
3552560,north light plant
3569620,sanostee
3521390,dulce
3514180,chamita
3546730,manzano
3575605,sundance
3517330,continental divide
3534830,iyanbito
3502070,alcalde
3545365,lybrook
3579210,tortugas
3584950,whites city
3586595,zuni pueblo
3552750,north valley
3536720,la cienega
3506220,barton
3502560,alma
3579680,trout valley
3571790,sena
3542320,los alamos
3574520,south valley
3567450,san felipe pueblo
3540220,la union
3570250,santa ana pueblo
3502210,algodones
3573260,silver city
3559950,pueblo of sandia village
3525135,escudilla bonita
3579070,torreon
3540074,la tierra
3568920,san lorenzo
3570810,santo domingo pueblo
3522720,elephant butte
3517680,corona
3526570,floyd
3559260,portales
3525380,estancia
3516490,cobre
3559540,prewitt
3513540,center point
3576830,tecolotito
3569060,san luis
3531540,hanover
3581590,vado
3516280,cloudcroft
3505150,arroyo seco
3505010,arroyo hondo
3577040,tesuque
3563145,rio communities
3552300,north acomita village
3506425,beclabito
3555620,pecos
3574660,spencerville
3511256,cañoncito
3519500,cundiyo
3500240,abeytas
3539792,las tusas
3543930,los ranchos de albuquerque
3545690,mccartys village
3516420,clovis
3560310,punta de agua
3505780,aztec
3579140,torreon
3509980,butterfield park
3519150,cuba
3573540,socorro
3514250,chaparral
3508180,bluewater
3532520,hobbs
3575010,stanley
3551140,nara visa
3531680,happy valley
3554500,orogrande
3515370,church rock
3550020,moquino
3535250,jemez pueblo
3569875,san rafael
3569825,san pedro
3561675,rancho grande
3519920,datil
3519010,cruzville
3509630,buckhorn
3575710,sunshine
3557190,pinehill
3552540,north hurley
3546660,manuelito
3551490,navajo dam
3510610,canjilon
3518660,coyote
3579700,truchas
3581800,valencia
3572140,seton village
3539170,la puebla
3555340,paraje
3522020,eagle nest
3503400,angel fire
3556180,peralta
3563460,rio rancho
3579840,truth or consequences
3535110,jarales
3503750,animas
3578440,tohatchi
3526360,flora vista
3565280,ruidoso downs
3583760,waterflow
3532100,hernandez
3552190,nogal
3529860,glorieta
3507810,blanco
3564440,rodey
3562760,ribera
3571510,seboyeta
3550930,nambe
3521110,doña ana
3566120,san antonio
3539940,las vegas
3507880,bloomfield
3522230,east pecos
3553590,ojo caliente
3571700,sedillo
3576620,tatum
3511800,capitan
3571020,san ysidro
3542040,logan
3507492,black hat
4626220,grenville
4671940,willow lake
4622860,frederick
4636620,letcher
4667340,vilas
4642140,midland
4613940,corona
4644620,naples
4664300,tulare
4643380,monroe
4626340,groton
4639940,mcintosh
4619860,erwin
4661740,stockholm
4632140,isabel
4673020,yale
4636260,lebanon
4641220,marvin
4658180,seneca
4653220,ravinia
4613300,colome
4600820,alexandria
4629500,hitchcock
4609260,camp crook
4627980,hecla
4667500,virgil
4623220,fulton
4640020,mclaughlin
4602340,artas
4616860,dolton
4607040,brant lake
4646900,olivet
4644260,murdo
4607060,brentford
4663620,timber lake
4632700,jefferson
4614220,cottonwood
4616060,delmont
4669420,waverly
4660540,spring creek colony
4671440,white rock colony
4668580,wanblee
4638900,long lake colony
4613840,corn creek
4635671,lakeview colony
4661940,storla
4656964,rustic acres colony
4658590,shindler
4649028,pembrook colony
4642700,mina
4601980,ardmore
4633900,kidder
4642579,millerdale colony
4612340,clark colony
4619556,enemy swim
4613700,conde
4616820,doland
4641860,mellette
4611380,chancellor
4631940,irene
4623900,gayville
4624820,goodwin
4616620,dimock
4646060,nunda
4657940,scotland
4620340,fairburn
4651940,pringle
4646500,oelrichs
4608060,bryant
4619980,estelline
4621060,farmer
4603060,badger
4603420,bancroft
4607180,bridgewater
4660060,spencer
4609420,canova
4601020,alpena
4603380,baltic
4630900,humboldt
4601500,andover
4608860,butler
4634540,la bolt
4606180,blunt
4612100,claremont
4666660,verdon
4668740,warner
4650020,plankinton
4620780,fairview
4607420,broadland
4632020,iroquois
4608820,bushnell
4623460,garden city
4669140,wasta
4631140,huron colony
4658310,shamrock colony
4606300,bon homme colony
4645390,norfeld colony
4607140,bridger
4632388,jamesville colony
4660180,spink colony
4612508,clearfield colony
4641548,mayfield colony
4641700,meckling
4650988,pleasant valley colony
4634340,kranzburg
4656580,rowena
4662716,swift bird
4607068,brentwood colony
4663452,thunderbird colony
4646770,old elm spring colony
4646388,oak lane colony
4602860,aurora center
4602530,ashland heights
4633380,kaylor
4630140,hosmer
4651820,presho
4654020,reliance
4605620,bison
4647660,ortley
4648940,peever
4600540,akaska
4632460,java
4671380,white rock
4603860,batesland
4642940,mission
4617420,dupree
4627940,hazel
4612540,clear lake
4669300,watertown
4617020,draper
4651260,pollock
4643500,montrose
4655540,rockham
4662020,stratford
4639180,lower brule
4668100,wakonda
4628420,herrick
4629340,hillsview
4627420,harrold
4611500,chelsea
4639020,loomis
4630300,hoven
4659940,south shore
4626660,hamill
4654145,renner corner
4614660,crocker
4672100,winfred
4603900,bath
4603960,bath corner
4623421,gann valley
4622100,forestburg
4606120,blucksberg mountain
4658680,sicangu village
4648820,pearl creek colony
4644940,new holland
4651220,poinsett colony
4670284,west brule
4657060,st. charles
4655684,rolland colony
4629116,hillcrest colony
4662434,sunset colony
4631196,hutterville colony
4665628,upland colony
4612148,claremont colony
4617215,dudley
4639740,lyons
4633540,kenel
4648948,peever flats
4646240,oahe acres
4606140,blumengard colony
4610835,cedar grove colony
4670646,westwood colony
4612020,claire city
4615980,dell rapids
4608140,buffalo
4611060,centerville
4670020,wentworth
4633820,keystone
4602380,artesian
4665780,utica
4602580,astoria
4646780,oldham
4636460,leola
4646700,ola
4655220,riverside colony
4651724,prairiewood village
4668660,ward
4648380,parker
4635500,lake preston
4652140,provo
4652980,rapid city
4672620,wood
4644820,new effington
4663700,tolstoy
4664540,turton
4600700,alcester
4602900,avon
4628300,hermosa
4657140,st. francis
4606940,brandt
4609300,canistota
4670740,wetonka
4658332,shannon colony
4615774,deerfield colony
4672500,wolf creek colony
4658900,sinai
4655820,roscoe
4641680,meadow view addition
4613420,columbia
4607740,bruce
4653260,raymond
4672700,woonsocket
4672820,worthing
4609204,cameron colony
4613188,collins colony
4647588,orland colony
4656140,rosedale colony
4649640,pine lakes addition
4621340,fedora
4641420,maxwell colony
4651660,prairie city
4663940,trent
4618460,egan
4604620,belvidere
4661180,spring valley colony
4656420,roswell
4600620,albee
4629300,hillside colony
4669340,waubay
4619420,emery
4671580,whitewood
4635220,lake city
4627540,hartford
4636220,lead
4615300,dallas
4667020,viborg
4633580,kennebec
4662220,summit
4658580,sherman
4601740,antelope
4611140,central city
4670540,westport
4610620,cavour
4662155,summerset
4636540,lesterville
4664700,twin brooks
4623980,geddes
4669780,webster
4618180,eden
4631060,huron
4643860,morristown
4647460,orient
4667780,volin
4668420,wallace
4605540,big stone city
4652220,pukwana
4635100,lake andes
4629100,hill city
4672540,wolsey
4636340,lemmon
4613380,colton
4633980,kimball
4624260,gettysburg
4660020,spearfish
4630740,hudson
4614580,cresbard
4668380,wall
4622260,fort pierre
4646980,onaka
4657180,st. lawrence
4628140,henry
4648460,parkston
4643180,mobridge
4640220,madison
4620980,faith
4650260,platte
4621820,florence
4623140,fruitdale
4608700,burke
4649660,pine ridge
4655940,rosebud
4672900,wounded knee
4645060,new underwood
4662100,sturgis
4663100,tea
4606840,brandon
4600900,allen
4667620,vivian
4608460,bullhead
4611660,chester
4644032,mountain plains
4645420,norris
4635900,lantry
4644800,newdale colony
4664840,two strike
4660958,spring lake colony
4646620,okaton
4624540,glendale colony
4665900,vale
4624760,golden view colony
4671140,whitehorse
4627300,harrison
4622580,frankfort
4645740,northville
4615540,davis
4630980,hurley
4640860,marion
4642980,mission hill
4673060,yankton
4623860,gary
4640580,mansfield
4613010,cloverleaf colony
4643780,morningside
4623020,freeman
4641980,menno
4652860,ramona
4608340,buffalo gap
4615140,custer
4618300,edgemont
4653940,ree heights
4644860,newell
4666700,vermillion
4628460,hetland
4638860,long lake
4610220,carthage
4635780,lane
4614740,crooks
4620180,eureka
4623820,garretson
4666260,valley springs
4600100,aberdeen
4659020,sioux falls
4615420,dante
4649460,pickstown
4606220,bonesteel
4607300,bristol
4649540,pierpont
4635820,langford
4666540,veblen
4613355,colonial pine hills
4626035,green valley
4606620,box elder
4631220,ideal
4625743,grass ranch colony
4609278,camrose colony
4622070,fordham colony
4608500,burbank
4668140,wakpala
4626150,greenwood colony
4630056,horse creek
4607580,brookings
4667700,volga
4606440,boulder canyon
4655620,rockport colony
4645715,north spearfish
4621540,flandreau
4625900,green grass
4647340,oral
4624620,glenham
4658140,selby
4643100,mitchell
4644100,mount vernon
4656340,rosholt
4659260,sisseton
4671980,wilmot
4671340,white river
4647180,onida
4645700,north sioux city
4639260,lowry
4668020,wagner
4670220,wessington springs
4602260,armour
4618700,elkton
4602540,ashton
4621260,faulkton
4631620,interior
4605780,blackhawk
4670140,wessington
4602180,arlington
4660660,springfield
4672180,winner
4612180,clark
4611220,chamberlain
4662820,tabor
4634460,kyle
4651340,porcupine
4671150,white horse
4613980,corsica
4656380,roslyn
4606660,bradley
4615700,deadwood
4657260,st. onge
4632820,johnson siding
4601450,anderson
4656820,running water
4600520,agency village
4605580,bijou hills
4635480,lake poinsett
4635430,lake madison
4646660,okreek
4642440,millbrook colony
4609780,caputa
4649980,plainview colony
4641180,marty
4645548,north eagle butte
4659620,smithwick
4661580,stephan
4672590,wonderland homes
4642620,milltown
4600460,agar
4645100,new witten
4660500,spring creek
4620208,evergreen colony
4638760,long hollow
4658868,silver lake colony
4645024,newport colony
4625741,grassland colony
4614680,crook city
4648500,parmelee
4635940,la plant
4637900,little eagle
4601560,angostura
4628980,highmore
4661980,strandburg
4613220,colman
4652500,quinn
4610500,castlewood
4653460,redfield
4633180,kadoka
4607044,brant lake south
4664260,tschetter colony
4649500,piedmont
4664020,tripp
4627820,hayti
4663740,toronto
4628340,herreid
4616260,de smet
4664860,tyndall
4602780,aurora
4642460,miller
4657340,salem
4649300,philip
4661700,stickney
4604980,beresford
4627260,harrisburg
4654220,revillo
4635460,lake norden
4618620,elk point
4630460,howard
4604380,belle fourche
4617620,eagle butte
4612640,clear lake
4611540,cherry creek
4667220,vienna
4671180,white lake
4609500,canton
4630220,hot springs
4654750,richland
4644900,new elm spring colony
4626180,gregory
4622340,fort thompson
4642260,milbank
4640550,manderson-white horse creek
4606540,bowdle
4641100,martin
4601140,altamont
4607380,britton
4614320,cow creek
4659700,soldier creek
4631860,ipswich
4644020,mound city
4625020,graceville colony
4615256,dakota dunes
4646180,oacoma
4649600,pierre
4641398,maverick junction
4653007,rapid valley
4645180,nisland
4636380,lennox
4620060,ethan
4646540,oglala
4620380,fairfax
4670940,white
4650310,platte colony
4621380,ferney
0602000,anaheim
0621230,eastvale
0661068,riverbank
0603274,avalon
0662000,riverside
0636490,industry
0646492,maywood
0603302,avenal
0653000,oakland
0630658,grand terrace
0623910,ferndale
0653476,ojai
0633000,hayward
0683346,walnut creek
0677574,taft
0645736,maricopa
0643000,long beach
0622804,escondido
0642468,lomita
0636084,huron
0662602,rolling hills
0656000,pasadena
0622790,escalon
0609710,calexico
0664000,sacramento
0602924,arvin
0671876,signal hill
0638352,keswick
0636135,hypericum
0617274,crockett
0624764,ford city
0680266,tranquillity
0616762,cowan
0612216,cedar flat
0670644,seacliff
0642566,london
0683402,walnut park
0663050,rossmoor
0640116,lanare
0660606,richgrove
0614008,cleone
0621691,el adobe
0671927,silverado resort
0633504,hickman
0649045,monument hills
0627080,fruitdale
0607694,boulevard
0641558,lincoln village
0622286,el nido
0611614,caruthers
0648592,monmouth
0622235,el monte mobile village
0614232,clyde
0601010,allensworth
0674144,stevinson
0641880,littlerock
0612730,charleston view
0623812,fellows
0683724,waukena
0674186,stirling city
0619248,di giorgio
0607568,boron
0616714,courtland
0671932,silver city
0622370,el rio
0670798,seeley
0630938,greenacres
0639164,la grange
0649810,mount laguna
0675252,stratford
0621210,east tulare villa
0647066,mesa verde
0620942,east orosi
0674021,stebbins
0641040,le grand
0641142,lemon hill
0640746,laton
0675596,sugarloaf village
0643252,los alamos
0634281,home garden
0619052,desert view highlands
0685866,wilsonia
0611754,casmalia
0604730,bear valley
0658134,ponderosa
0637568,jovista
0610536,campo seco
0671000,sereno del mar
0639724,lake san marcos
0638800,knights landing
0649651,mountain view
0686020,winterhaven
0636252,igo
0630882,grayson
0660662,richvale
0642328,loleta
0687056,yucca valley
0619584,dorris
0626000,fremont
0668294,san pablo
0654008,orange cove
0644112,los gatos
0668000,san jose
0608758,buellton
0626028,french camp
0644812,macdoel
0672632,somis
0653140,oak run
0649726,mt. bullion
0686489,woodville farm labor camp
0636882,isleton
0681890,valley springs
0607372,bombay beach
0650132,muscoy
0621061,east richmond heights
0607750,bowles
0622104,el macero
0630126,glennville
0660705,ridgecrest heights
0622622,empire
0672654,sonoma state university
0682996,vista
0631393,grover beach
0606560,biggs
0680448,trinidad
0616350,corona
0668014,san juan bautista
0666140,san fernando
0684863,westside
0651990,north lakeport
0669088,santa clarita
0672772,soulsbyville
0675280,strathmore
0610561,camp pendleton south
0685992,winter gardens
0621712,el cajon
0607162,blue lake
0659920,redding
0656518,penn valley
0602700,armona
0682086,vandenberg village
0619455,dollar point
0607848,boyes hot springs
0622146,elmira
0606028,bermuda dunes
0639836,lakeview
0660620,richmond
0660102,redwood city
0640410,la riviera
0653980,orange
0666000,san diego
0618464,delhi
0657582,planada
0667070,san geronimo
0604478,bayview
0685642,willow creek
0645050,madera acres
0604856,belden
0636735,iron horse
0674130,stevenson ranch
0672086,sisquoc
0680364,tres pinos
0608716,buck meadows
0640508,la selva beach
0617428,crows landing
0658618,prattville
0628014,fulton
0681778,valley ford
0672408,snelling
0683108,volta
0610301,camino tassajara
0648718,montalvin manor
0625506,franklin
0620228,dunnigan
0663400,rutherford
0646926,meridian
0630944,green acres
0651890,north gate
0600535,airport
0684004,weott
0625114,fort irwin
0624022,fields landing
0658506,potter valley
0615030,comptche
0655728,parklawn
0630686,grangeville
0606518,big creek
0678568,thornton
0675322,strawberry
0600156,acampo
0604632,bear creek
0641390,likely
0656140,patton village
0655528,paradise
0644830,mcgee creek
0609822,california hot springs
0632324,hartland
0644770,mcclenney tract
0655506,panorama heights
0675592,sugarloaf saw mill
0686734,yettem
0678932,tonyville
0632562,hayfork
0612818,cherokee
0632436,hathaway pines
0684345,west goshen
0607974,bradley
0668140,san lucas
0673612,spreckels
0660928,rio del mar
0673276,south san gabriel
0633632,highlands
0656598,pepperdine university
0661106,riverdale park
0633336,herlong
0684480,westley
0607316,bolinas
0618450,delft colony
0677860,tancred
0662700,rollingwood
0604470,bayview
0601164,alpaugh
0619024,desert shores
0625086,fort dick
0633935,hiouchi
0641908,little valley
0636364,indian falls
0651028,new cuyama
0646400,mayfair
0678652,three rocks
0660706,ridgemark
0618422,del dios
0617995,daphnedale park
0658226,port costa
0613182,chinese camp
0657512,pixley
0641166,lemoore station
0609346,byron
0641180,lennox
0622034,elkhorn
0601358,alta sierra
0661012,ripley
0684116,west athens
0656294,pearsonville
0680784,tupman
0661096,riverdale
0662910,rosemont
0639612,lake los angeles
0618856,denair
0611656,casa conejo
0649600,mountain mesa
0645806,marina del rey
0642510,lompico
0620928,easton
0670728,searles valley
0664462,san antonio heights
0653503,olde stockdale
0601518,amador pines
0641194,lenwood
0600716,albion
0636658,inyokern
0617722,cutten
0618986,desert edge
0656798,peters
0682929,virginia lakes
0603526,bakersfield
0680686,tulelake
0650258,napa
0655156,palmdale
0658240,porterville
0601640,american canyon
0601514,amador city
0623168,fairfax
0648354,modesto
0657876,point arena
0640130,lancaster
0678582,thousand oaks
0621558,edmundson acres
0669070,santa barbara
0645008,madeline
0644000,los angeles
0682562,victor
0651392,niland
0606728,biola
0670966,sequoia crest
0646702,meiners oaks
0631890,hamilton city
0607578,boronda
0681652,vallecito
0623196,fairhaven
0638394,kettleman city
0681869,valley ranch
0672338,smith corner
0608954,burbank
0639696,lake of the woods
0645232,malaga
0657011,pierpoint
0618674,del rey
0613882,clayton
0637442,johnson park
0610914,canyondam
0647374,midpines
0625590,freeport
0644760,mcclellan park
0672492,soda springs
0657825,pleasure point
0644364,loyalton
0610676,camptonville
0609353,bystrom
0639094,ladera
0633294,herald
0645064,madison
0655422,palo verde
0640872,la vina
0613910,clear creek
0603512,baker
0630714,graniteville
0633861,hilmar-irwin
0633084,heber
0668263,san miguel
0616090,contra costa centre
0671078,seville
0649592,mountain meadows
0630420,goodyears bar
0677588,taft heights
0648916,monterey park tract
0680882,tuttle
0618030,darwin
0685551,wilkerson
0611978,castroville
0641152,lemoore
0639178,laguna beach
0633364,hermosa beach
0631708,half moon bay
0617022,crescent city
0604982,bellflower
0670742,seaside
0608786,buena park
0602868,arroyo grande
0636280,imperial
0616742,covina
0682744,villa park
0614260,coachella
0670042,santa paula
0621782,el centro
0664434,san anselmo
0648186,mission hills
0610732,canby
0671302,sheep ranch
0649768,mount hebron
0677378,sutter
0610345,campbell
0652526,norwalk
0613945,clearlake
0644242,los ranchos
0624218,fish camp
0646338,maxwell
0686440,woodside
0639248,laguna niguel
0640340,la puente
0622524,elverta
0602910,artois
0609780,california city
0639259,laguna woods
0657526,placentia
0643140,loomis
0643224,los alamitos
0682334,verdi
0633518,hidden hills
0658436,poso park
0661124,river pines
0652610,nubieber
0647192,mexican colony
0613364,chualar
0606070,berry creek
0609066,burlingame
0632548,hawthorne
0636770,irvine
0657540,placerville
0654386,oroville
0683542,wasco
0687042,yucaipa
0662644,rolling hills estates
0641936,live oak
0636826,irwindale
0648690,montague
0622972,etna
0683332,walnut
0611194,carlsbad
0648872,monterey
0652582,novato
0633434,hesperia
0650916,newark
0639486,lake elsinore
0600394,agoura hills
0665000,san bernardino
0624134,firebaugh
0628112,galt
0648816,montebello
0619766,downey
0642370,loma linda
0600884,alhambra
0658520,poway
0678148,temple city
0656924,pico rivera
0684438,westlake village
0609878,calipatria
0683612,waterford
0650734,needles
0619192,diamond bar
0660466,rialto
0649270,moreno valley
0681666,vallejo
0602462,arcadia
0632506,hawaiian gardens
0629000,garden grove
0673962,stanton
0659892,red bluff
0668224,san marino
0686832,yorba linda
0673080,south gate
0662364,rocklin
0655520,paradise
0683850,weed
0607946,bradbury
0604996,bell gardens
0609598,calabasas
0652694,oakdale
0654232,orinda
0662896,rosemead
0664224,salinas
0636056,huntington park
0613756,claremont
0647766,milpitas
0617498,cudahy
0640256,la palma
0645484,manteca
0630014,glendora
0639496,lake forest
0619990,duarte
0612552,cerritos
0620018,dublin
0672576,solvang
0648256,mission viejo
0669154,santa fe springs
0610928,canyon lake
0646170,marysville
0636672,ione
0645400,manhattan beach
0665112,sand city
0620956,east palo alto
0648480,mokelumne hill
0660370,rexland acres
0620802,east los angeles
0631596,hacienda heights
0625534,frazier park
0653603,old stine
0620598,east foothills
0621292,east whittier
0634694,hornbrook
0602378,aptos
0633574,highgrove
0673388,south taft
0664252,salmon creek
0664294,salton city
0610004,calpine
0650146,myers flat
0685250,whitmore
0662854,rosedale
0677924,tara hills
0617050,crescent mills
0624008,fieldbrook
0681736,valley center
0623826,felton
0613985,clearlake riviera
0683863,weedpatch
0618926,derby acres
0654764,pacheco
0630693,granite bay
0683262,walker
0655048,pajaro dunes
0628210,garden farms
0678792,tobin
0683794,weaverville
0672156,sky valley
0645054,madera ranchos
0644140,los molinos
0647164,mettler
0629392,gerber
0645386,manchester
0631099,green valley
0619416,dobbins
0641789,little grass valley
0644672,mabie
0603386,azusa
0684550,westminster
0625436,fowler
0639304,la habra heights
0639710,lakeport
0680000,torrance
0658296,port hueneme
0668364,san rafael
0668084,san leandro
0618394,delano
0606308,beverly hills
0648914,monterey park
0608058,brawley
0678092,tehachapi
0606434,big bear lake
0685600,willits
0672016,simi valley
0640830,la verne
0684774,west puente valley
0612902,cherryland
0649348,morongo valley
0620515,east bakersfield
0678470,thermalito
0612734,charter oak
0614148,clipper mills
0656826,phelan
0657244,pine mountain lake
0644406,lucerne
0648452,mojave
0600135,acalanes ridge
0657372,piru
0656854,phillipsville
0644924,mckittrick
0618153,day valley
0680476,trinity center
0644644,lytle creek
0618485,delleker
0609834,california pines
0686678,yankee hill
0656196,paynes creek
0639759,lakeside
0603330,avila beach
0670154,santa venetia
0664378,salyer
0661108,rivergrove
0634302,home gardens
0631540,guinda
0618352,del aire
0624960,forestville
0636350,independence
0653574,old river
0603344,avocado heights
0677308,sun village
0623294,fair oaks
0631288,grimes
0685086,whitehawk
0677934,tarina
0645006,mcswain
0662168,robbins
0641282,lexington hills
0660088,redway
0686912,yosemite valley
0672380,smith river
0637554,joshua tree
0673554,spaulding
0659668,randsburg
0610508,campo
